file_name,text,bin_category,normalized_length
/drive/MyDrive/Comp 542/IAM/words/e04/e04-095/e04-095-00-01.png,skeleton,short,0.875
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031j/g06-031j-02-01.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/r06/r06-137/r06-137-10-00.png,you,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e01/e01-025/e01-025-05-01.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e02/e02-117/e02-117-05-04.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031k/g06-031k-02-09.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050a/g06-050a-01-08.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a04/a04-059/a04-059-05-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f04/f04-057/f04-057-02-03.png,years,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n01/n01-020/n01-020-03-03.png,greyness,short,0.875
/drive/MyDrive/Comp 542/IAM/words/b02/b02-013/b02-013-09-06.png,:,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a04/a04-000/a04-000-04-00.png,three,short,0.5
/drive/MyDrive/Comp 542/IAM/words/b01/b01-053/b01-053-06-02.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-096/p03-096-00-01.png,My,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n06/n06-133/n06-133-07-07.png,come,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g04/g04-043/g04-043-05-06.png,beautiful,short,1.0
/drive/MyDrive/Comp 542/IAM/words/f04/f04-093/f04-093-01-04.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b01/b01-127/b01-127-08-00.png,apartheid,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050r/g06-050r-03-04.png,Hahnemann,short,1.0
/drive/MyDrive/Comp 542/IAM/words/r03/r03-050/r03-050-01-09.png,black,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a04/a04-050/a04-050-01-04.png,nations,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011f/g06-011f-04-13.png,busy,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p03/p03-072/p03-072-05-04.png,too,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r02/r02-117/r02-117-04-07.png,'re,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a04/a04-023/a04-023-03-06.png,Mr.,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d06/d06-072/d06-072-07-05.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a04/a04-081/a04-081-09-02.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003f/c03-003f-04-05.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-115/g06-115-03-06.png,father,short,0.625
/drive/MyDrive/Comp 542/IAM/words/l04/l04-020/l04-020-00-12.png,eyes,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a05/a05-113/a05-113-09-01.png,little,short,0.625
/drive/MyDrive/Comp 542/IAM/words/n06/n06-156/n06-156-02-06.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l04/l04-106/l04-106-06-00.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g04/g04-039/g04-039-02-05.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-084c/c03-084c-06-06.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037e/g06-037e-01-08.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e01/e01-055/e01-055-02-06.png,mantel-,short,0.75
/drive/MyDrive/Comp 542/IAM/words/h04/h04-052/h04-052-06-03.png,head,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m03/m03-013/m03-013-02-11.png,queer,short,0.5
/drive/MyDrive/Comp 542/IAM/words/k02/k02-018/k02-018-03-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037f/g06-037f-07-08.png,slightest,short,1.0
/drive/MyDrive/Comp 542/IAM/words/m04/m04-216/m04-216-03-00.png,what,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b04/b04-162/b04-162-07-02.png,lost,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k04/k04-115/k04-115-01-03.png,patted,short,0.625
/drive/MyDrive/Comp 542/IAM/words/b02/b02-045/b02-045-01-00.png,this,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a01/a01-049/a01-049-02-04.png,current,short,0.75
/drive/MyDrive/Comp 542/IAM/words/b04/b04-147/b04-147-04-01.png,when,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a05/a05-022/a05-022-04-06.png,Watkinson,short,1.0
/drive/MyDrive/Comp 542/IAM/words/n02/n02-120/n02-120-00-04.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g04/g04-048/g04-048-05-09.png,similar,short,0.75
/drive/MyDrive/Comp 542/IAM/words/e04/e04-099/e04-099-06-11.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c04/c04-150/c04-150-01-09.png,only,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f07/f07-046a/f07-046a-00-04.png,Northern,short,0.875
/drive/MyDrive/Comp 542/IAM/words/j07/j07-009/j07-009-02-01.png,coolers,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g04/g04-039/g04-039-01-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-069/p03-069-02-11.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n01/n01-004/n01-004-02-03.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a04/a04-085/a04-085-01-02.png,eight,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n03/n03-103/n03-103-09-03.png,against,short,0.75
/drive/MyDrive/Comp 542/IAM/words/c03/c03-084f/c03-084f-04-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d04/d04-096/d04-096-03-10.png,should,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045a/g06-045a-04-00.png,success,short,0.75
/drive/MyDrive/Comp 542/IAM/words/h06/h06-003/h06-003-04-10.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/r06/r06-062/r06-062-07-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m04/m04-072/m04-072-06-01.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n02/n02-157/n02-157-00-04.png,her,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r06/r06-049/r06-049-07-05.png,(,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a05/a05-062/a05-062-06-05.png,To,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b05/b05-032/b05-032-01-01.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/f01/f01-075/f01-075-01-07.png,bits,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/j07/j07-015/j07-015-01-01.png,flexible,short,0.875
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047e/g06-047e-03-01.png,disciples,short,1.0
/drive/MyDrive/Comp 542/IAM/words/p01/p01-147/p01-147-00-03.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l01/l01-195/l01-195-05-05.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g05/g05-094/g05-094-00-07.png,be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n06/n06-169/n06-169-07-05.png,happened,short,0.875
/drive/MyDrive/Comp 542/IAM/words/g07/g07-026b/g07-026b-01-08.png,betrayed,short,0.875
/drive/MyDrive/Comp 542/IAM/words/h07/h07-054a/h07-054a-02-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-030x/a01-030x-07-05.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c03/c03-081d/c03-081d-07-07.png,most,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p03/p03-087/p03-087-03-04.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-154/b04-154-01-04.png,Rhodesian,short,1.0
/drive/MyDrive/Comp 542/IAM/words/c02/c02-017/c02-017-09-04.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a04/a04-069/a04-069-04-04.png,should,short,0.625
/drive/MyDrive/Comp 542/IAM/words/a01/a01-030u/a01-030u-08-03.png,Sir,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h07/h07-080/h07-080-06-08.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011r/g06-011r-06-04.png,priest,short,0.625
/drive/MyDrive/Comp 542/IAM/words/n06/n06-140/n06-140-01-04.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018n/g06-018n-04-04.png,usual,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g02/g02-065/g02-065-05-01.png,movement,short,0.875
/drive/MyDrive/Comp 542/IAM/words/b06/b06-097/b06-097-03-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b05/b05-038/b05-038-03-01.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n02/n02-054/n02-054-01-04.png,whys,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n04/n04-075/n04-075-07-04.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-088b/f07-088b-06-04.png,milk,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a01/a01-087u/a01-087u-01-06.png,health,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047g/g06-047g-01-07.png,two,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h07/h07-069/h07-069-07-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m02/m02-048/m02-048-03-03.png,we,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e06/e06-010/e06-010-02-05.png,Norwegian,short,1.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-009/f07-009-07-01.png,than,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e04/e04-109/e04-109-02-10.png,screws,short,0.625
/drive/MyDrive/Comp 542/IAM/words/h04/h04-049/h04-049-00-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h01/h01-000/h01-000-00-02.png,marriage,short,0.875
/drive/MyDrive/Comp 542/IAM/words/h07/h07-037/h07-037-08-04.png,added,short,0.5
/drive/MyDrive/Comp 542/IAM/words/c06/c06-076/c06-076-01-02.png,week,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n06/n06-182/n06-182-00-06.png,said,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e01/e01-119/e01-119-04-07.png,around,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045j/g06-045j-05-04.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/j04/j04-065/j04-065-00-10.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/r02/r02-065/r02-065-04-08.png,tender,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050a/g06-050a-01-00.png,master,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c03/c03-016e/c03-016e-07-03.png,half,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g07/g07-014/g07-014-00-03.png,an,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c04/c04-116/c04-116-01-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045m/g06-045m-07-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018n/g06-018n-05-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-006/f07-006-02-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m04/m04-231/m04-231-00-04.png,say,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b02/b02-105/b02-105-01-01.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e02/e02-082/e02-082-03-05.png,be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/f07/f07-084a/f07-084a-09-00.png,sorts,short,0.5
/drive/MyDrive/Comp 542/IAM/words/f07/f07-032b/f07-032b-07-03.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/j04/j04-015/j04-015-06-03.png,exchange,short,0.875
/drive/MyDrive/Comp 542/IAM/words/d05/d05-030/d05-030-04-08.png,One,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h04/h04-078/h04-078-03-04.png,previous,short,0.875
/drive/MyDrive/Comp 542/IAM/words/k07/k07-141/k07-141-02-05.png,He,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b01/b01-057/b01-057-00-01.png,CURIOUS,short,0.75
/drive/MyDrive/Comp 542/IAM/words/e02/e02-074/e02-074-01-06.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n04/n04-052/n04-052-01-07.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/f02/f02-003/f02-003-02-09.png,course,short,0.625
/drive/MyDrive/Comp 542/IAM/words/f02/f02-003/f02-003-01-01.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m02/m02-087/m02-087-05-07.png,abstract,short,0.875
/drive/MyDrive/Comp 542/IAM/words/p02/p02-135/p02-135-06-04.png,compact,short,0.75
/drive/MyDrive/Comp 542/IAM/words/r02/r02-070/r02-070-05-09.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e07/e07-007/e07-007-04-09.png,varieties,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a06/a06-064/a06-064-06-04.png,But,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g04/g04-026/g04-026-05-11.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p02/p02-135/p02-135-05-03.png,She,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042f/g06-042f-03-01.png,new,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m04/m04-012/m04-012-01-05.png,Evans,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a05/a05-094/a05-094-08-04.png,at,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c03/c03-016a/c03-016a-09-04.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e07/e07-108/e07-108-06-04.png,quite,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a05/a05-004/a05-004-08-03.png,on,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/r02/r02-089/r02-089-01-09.png,He,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g01/g01-043/g01-043-08-05.png,fifty,short,0.5
/drive/MyDrive/Comp 542/IAM/words/m04/m04-164/m04-164-06-10.png,you,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e04/e04-127/e04-127-03-03.png,least,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n03/n03-064/n03-064-03-09.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-128/b04-128-05-06.png,men,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/j04/j04-098/j04-098-04-03.png,added,short,0.5
/drive/MyDrive/Comp 542/IAM/words/k07/k07-166/k07-166-04-03.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-030x/a01-030x-08-04.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m06/m06-076/m06-076-01-03.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h07/h07-066a/h07-066a-00-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e06/e06-070/e06-070-00-02.png,seine,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n02/n02-033/n02-033-00-06.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050r/g06-050r-06-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b05/b05-058/b05-058-02-05.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n04/n04-209/n04-209-04-07.png,very,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f07/f07-006/f07-006-02-07.png,peasant,short,0.75
/drive/MyDrive/Comp 542/IAM/words/c04/c04-116/c04-116-02-03.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h02/h02-037/h02-037-00-00.png,12,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h06/h06-003/h06-003-03-01.png,accidents,short,1.0
/drive/MyDrive/Comp 542/IAM/words/m01/m01-121/m01-121-03-03.png,Dan,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-087u/a01-087u-08-04.png,first,short,0.5
/drive/MyDrive/Comp 542/IAM/words/d01/d01-085/d01-085-03-00.png,whether,short,0.75
/drive/MyDrive/Comp 542/IAM/words/d04/d04-111/d04-111-05-03.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g07/g07-014/g07-014-06-07.png,recent,short,0.625
/drive/MyDrive/Comp 542/IAM/words/d04/d04-047/d04-047-07-03.png,have,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m02/m02-052/m02-052-04-05.png,such,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/j01/j01-042/j01-042-05-07.png,held,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011j/g06-011j-01-03.png,told,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k07/k07-166/k07-166-08-04.png,beast,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026r/g06-026r-05-03.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c03/c03-084e/c03-084e-05-10.png,on,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n04/n04-044/n04-044-07-04.png,into,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b05/b05-083/b05-083-01-06.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m01/m01-110/m01-110-06-03.png,we,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e07/e07-098/e07-098-03-08.png,spout,short,0.5
/drive/MyDrive/Comp 542/IAM/words/b02/b02-102/b02-102-03-00.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l04/l04-012/l04-012-02-03.png,telly,short,0.5
/drive/MyDrive/Comp 542/IAM/words/m01/m01-115/m01-115-02-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/e04/e04-000/e04-000-02-08.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011c/g06-011c-09-02.png,troops,short,0.625
/drive/MyDrive/Comp 542/IAM/words/d07/d07-085/d07-085-04-02.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/k04/k04-054/k04-054-01-07.png,group,short,0.5
/drive/MyDrive/Comp 542/IAM/words/k02/k02-093/k02-093-05-03.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018k/g06-018k-07-04.png,yet,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p06/p06-047/p06-047-10-01.png,tore,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d07/d07-100/d07-100-02-05.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l03/l03-004/l03-004-00-01.png,blow,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-007c/c03-007c-00-03.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p03/p03-072/p03-072-00-07.png,eyes,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031n/g06-031n-03-04.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042p/g06-042p-01-06.png,found,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e01/e01-092/e01-092-05-08.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g04/g04-101/g04-101-01-07.png,been,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f02/f02-044/f02-044-06-08.png,firms,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n02/n02-109/n02-109-03-03.png,could,short,0.5
/drive/MyDrive/Comp 542/IAM/words/h04/h04-057/h04-057-01-05.png,fresh,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a04/a04-023/a04-023-00-05.png,House,short,0.5
/drive/MyDrive/Comp 542/IAM/words/r02/r02-137/r02-137-02-06.png,stairs,short,0.625
/drive/MyDrive/Comp 542/IAM/words/a03/a03-050/a03-050-03-06.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018m/g06-018m-07-05.png,thought,short,0.75
/drive/MyDrive/Comp 542/IAM/words/f07/f07-046b/f07-046b-07-05.png,will,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050e/g06-050e-03-09.png,energetic,short,1.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-028b/f07-028b-00-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a03/a03-043/a03-043-02-02.png,an,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d01/d01-016/d01-016-01-01.png,Synoptics,short,1.0
/drive/MyDrive/Comp 542/IAM/words/n02/n02-146/n02-146-01-14.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k07/k07-166/k07-166-07-01.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m01/m01-079/m01-079-02-08.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-053/a01-053-03-04.png,letter,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c03/c03-000c/c03-000c-00-07.png,play,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b04/b04-081/b04-081-00-04.png,Russell's,short,1.0
/drive/MyDrive/Comp 542/IAM/words/b06/b06-059/b06-059-04-03.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c03/c03-000b/c03-000b-00-07.png,play,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k02/k02-023/k02-023-00-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c02/c02-078/c02-078-09-01.png,spends,short,0.625
/drive/MyDrive/Comp 542/IAM/words/k04/k04-163/k04-163-07-08.png,sky,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k04/k04-039/k04-039-03-11.png,man,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d06/d06-113/d06-113-03-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g04/g04-081/g04-081-04-08.png,house,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n01/n01-031/n01-031-00-04.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a06/a06-036/a06-036-04-05.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f01/f01-139/f01-139-04-06.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e07/e07-072/e07-072-08-04.png,clay,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045m/g06-045m-02-06.png,give,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037h/g06-037h-09-03.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c06/c06-083/c06-083-02-08.png,shining,short,0.75
/drive/MyDrive/Comp 542/IAM/words/l04/l04-020/l04-020-06-02.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p01/p01-155/p01-155-09-00.png,ment,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-096c/c03-096c-01-07.png,one,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/p02/p02-135/p02-135-06-03.png,her,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l04/l04-163/l04-163-01-05.png,book,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m01/m01-060/m01-060-06-04.png,head,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e07/e07-003/e07-003-03-02.png,American,short,0.875
/drive/MyDrive/Comp 542/IAM/words/h06/h06-085/h06-085-00-03.png,important,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g03/g03-058/g03-058-04-08.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g07/g07-000b/g07-000b-02-08.png,Count,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-026k/g06-026k-03-08.png,this,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n06/n06-128/n06-128-02-05.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n03/n03-097/n03-097-06-00.png,jibbing,short,0.75
/drive/MyDrive/Comp 542/IAM/words/d06/d06-086/d06-086-07-06.png,only,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c02/c02-078/c02-078-04-06.png,new,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f02/f02-017/f02-017-00-05.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c04/c04-023/c04-023-00-10.png,well-made,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047h/g06-047h-02-12.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/d06/d06-008/d06-008-03-09.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011g/g06-011g-00-09.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/c03/c03-081d/c03-081d-08-08.png,gives,short,0.5
/drive/MyDrive/Comp 542/IAM/words/r02/r02-038/r02-038-00-10.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047i/g06-047i-04-08.png,One,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018m/g06-018m-00-03.png,season,short,0.625
/drive/MyDrive/Comp 542/IAM/words/f07/f07-076a/f07-076a-03-00.png,melody,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047r/g06-047r-04-02.png,men,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-020x/a01-020x-05-00.png,rity,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/j06/j06-018/j06-018-04-03.png,remaining,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-030/a01-030-03-02.png,Britain,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031b/g06-031b-02-06.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l04/l04-000/l04-000-03-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g04/g04-036/g04-036-03-00.png,who,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f07/f07-019b/f07-019b-03-04.png,grossness,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045d/g06-045d-04-04.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a06/a06-020/a06-020-04-06.png,my,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p02/p02-121/p02-121-00-12.png,Never,short,0.5
/drive/MyDrive/Comp 542/IAM/words/p03/p03-112/p03-112-04-02.png,-,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h07/h07-017/h07-017-08-00.png,where,short,0.5
/drive/MyDrive/Comp 542/IAM/words/m01/m01-110/m01-110-10-04.png,;,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f01/f01-066/f01-066-08-06.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b03/b03-087/b03-087-00-09.png,two,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d06/d06-072/d06-072-01-01.png,place,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a05/a05-039/a05-039-05-04.png,being,short,0.5
